Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS,Comp_RMS,Symmetry_Score,Phase_Progress,pose_score,label
1775985827.145,-95.8708,84.1292,-95.8708,96.0980,26.5872,0.9575,0.0000,0.6390,lazy
1775985827.195,-9.9240,74.2052,85.9467,97.5973,28.4289,0.9504,0.0000,0.6940,lazy
1775985827.246,0.0000,74.2052,9.9240,97.1466,27.9622,0.9504,0.0000,0.6940,lazy
1775985827.298,-3.6878,70.5174,-3.6878,97.9805,24.6611,0.9602,0.0000,0.7070,lazy
1775985827.350,0.0000,70.5174,3.6878,96.7108,29.7326,0.9602,1.0000,0.7070,lazy
1775985827.402,2.0422,72.5596,2.0422,97.4540,25.1975,0.9572,0.8500,0.7140,lazy
1775985827.455,0.0000,72.5596,-2.0422,97.7889,24.9580,0.9572,0.8500,0.7140,lazy
1775985827.507,0.0000,72.5596,0.0000,97.8933,24.5411,0.9572,0.8500,0.7140,lazy
1775985827.559,10.1590,82.7186,10.1590,98.1871,25.4075,0.9379,0.1036,0.6320,lazy
1775985827.611,42.7354,125.4540,32.5764,97.5144,24.8479,0.9175,0.0000,0.6440,lazy
1775985827.664,0.0000,125.4540,-42.7354,96.5957,24.1130,0.9175,0.0000,0.6440,lazy
1775985827.718,0.0000,125.4540,0.0000,97.8988,21.7253,0.9175,0.0000,0.6440,lazy
1775985827.770,0.0000,125.4540,0.0000,97.5074,25.6166,0.9175,0.0000,0.6440,lazy
1775985827.822,0.0000,125.4540,0.0000,99.3127,25.7698,0.9175,0.0000,0.6440,lazy
1775985827.874,0.0000,125.4540,0.0000,88.1695,28.0328,0.9175,0.0000,0.6440,lazy
1775985827.926,0.0000,125.4540,0.0000,81.0512,24.5037,0.9175,0.0000,0.6440,lazy
1775985827.978,0.5045,125.9586,0.5045,84.0351,22.7213,0.9400,0.0000,0.6660,lazy
1775985828.031,0.0000,125.9586,-0.5045,58.9207,21.6651,0.9400,0.0000,0.6660,lazy
1775985828.085,0.0000,125.9586,0.0000,31.2250,23.3218,0.9400,0.0000,0.6660,lazy
1775985828.138,0.0000,125.9586,0.0000,33.7860,23.1585,0.9400,0.0000,0.6660,lazy
1775985828.191,41.1512,167.1098,41.1512,33.6099,19.7779,0.9592,0.0000,0.6320,lazy
1775985828.244,0.0000,167.1098,-41.1512,30.8415,20.6244,0.9592,0.0000,0.6320,lazy
1775985828.298,0.0000,167.1098,0.0000,31.9115,23.3789,0.9592,0.0000,0.6320,lazy
1775985828.352,0.0000,167.1098,0.0000,32.5455,19.9567,0.9592,0.0000,0.6320,lazy
1775985828.456,0.0000,167.1098,0.0000,23.4848,8.0658,0.9592,0.0000,0.6320,lazy
1775985828.508,9.0960,176.2058,9.0960,19.2376,10.2974,0.9548,0.0000,0.7000,lazy
1775985828.560,0.0000,176.2058,-9.0960,22.2684,9.2713,0.9548,0.0000,0.7000,lazy
1775985828.613,0.0000,176.2058,0.0000,18.7267,5.6174,0.9548,0.0000,0.7000,lazy
1775985828.665,0.0000,176.2058,0.0000,24.4740,8.4635,0.9548,0.0000,0.7000,lazy
1775985828.716,0.0000,176.2058,0.0000,23.3138,6.3253,0.9548,0.0000,0.7000,lazy
1775985828.768,0.0000,176.2058,0.0000,22.2793,9.2076,0.9548,0.0000,0.7000,lazy
1775985828.821,0.0000,176.2058,0.0000,25.7405,12.6385,0.9548,0.0000,0.7000,lazy
1775985828.873,1.5560,177.7617,1.5560,22.8722,9.5121,0.9729,0.0000,0.7000,lazy
1775985828.927,0.0000,177.7617,-1.5560,25.4534,11.9257,0.9729,0.0000,0.7000,lazy
1775985828.983,0.0000,177.7617,0.0000,32.6237,12.8236,0.9729,0.0000,0.7000,lazy
1775985829.037,0.0000,177.7617,0.0000,32.6202,12.3872,0.9729,0.0000,0.7000,lazy
1775985829.090,0.0000,177.7617,0.0000,31.0064,17.6924,0.9729,0.0000,0.7000,lazy
1775985829.142,-5.4031,172.3586,-5.4031,35.2195,15.8676,0.9638,0.0504,0.6800,lazy
1775985829.194,0.0000,172.3586,5.4031,37.3449,16.5991,0.9638,0.0504,0.6800,lazy
1775985829.248,0.0000,172.3586,0.0000,36.0646,17.3721,0.9638,0.0504,0.6800,lazy
1775985829.301,0.0000,172.3586,0.0000,41.9034,15.8171,0.9638,0.0504,0.6800,lazy
1775985829.353,-25.1636,147.1949,-25.1636,45.8267,20.0273,0.9665,0.2850,0.6960,lazy
1775985829.405,0.0000,147.1949,25.1636,49.4101,21.5432,0.9665,0.2850,0.6960,lazy
1775985829.459,0.0000,147.1949,0.0000,50.2541,18.5907,0.9665,0.2850,0.6960,lazy
1775985829.512,0.0000,147.1949,0.0000,47.8824,22.9419,0.9665,0.2850,0.6960,lazy
1775985829.564,-41.3281,105.8668,-41.3281,52.2238,23.4709,0.9305,0.6704,0.6870,lazy
1775985829.616,0.0000,105.8668,41.3281,50.5249,19.5851,0.9305,0.6704,0.6870,lazy
1775985829.669,0.0000,105.8668,0.0000,49.4387,21.8111,0.9305,0.6704,0.6870,lazy
1775985829.721,-23.5476,82.3192,-23.5476,49.4304,23.4873,0.9776,0.8900,0.7080,lazy
1775985829.774,0.0000,82.3192,23.5476,50.6827,30.0148,0.9776,0.8900,0.7080,lazy
1775985829.826,0.0000,82.3192,0.0000,48.1629,27.2168,0.9776,0.8900,0.7080,lazy
1775985829.879,0.0000,82.3192,0.0000,51.7818,34.7363,0.9776,0.8900,0.7080,lazy
1775985829.932,8.6584,90.9776,8.6584,50.5409,29.5025,0.9402,0.8092,0.6700,lazy
1775985829.984,0.0000,90.9776,-8.6584,51.3664,31.4181,0.9402,0.8092,0.6700,lazy
1775985830.036,0.0000,90.9776,0.0000,50.7778,32.3917,0.9402,0.8092,0.6700,lazy
1775985830.088,0.0000,90.9776,0.0000,49.8711,29.8421,0.9402,0.8092,0.6700,lazy
1775985830.142,0.0000,90.9776,0.0000,48.3541,29.1603,0.9402,0.8092,0.6700,lazy
