Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS,Comp_RMS,Symmetry_Score,Phase_Progress,pose_score,label
1775985827.145,-95.8708,84.1292,-95.8708,97.9922,28.2905,0.9575,0.0000,0.6390,lazy
1775985827.195,-9.9240,74.2052,85.9467,98.8036,26.5651,0.9504,0.0000,0.6940,lazy
1775985827.246,0.0000,74.2052,9.9240,100.0000,27.9146,0.9504,0.0000,0.6940,lazy
1775985827.298,-3.6878,70.5174,-3.6878,95.5649,25.4685,0.9602,0.0000,0.7070,lazy
1775985827.350,0.0000,70.5174,3.6878,96.5204,29.0772,0.9602,1.0000,0.7070,lazy
1775985827.402,2.0422,72.5596,2.0422,94.0989,24.7343,0.9572,0.8500,0.7140,lazy
1775985827.455,0.0000,72.5596,-2.0422,95.8337,27.4120,0.9572,0.8500,0.7140,lazy
1775985827.507,0.0000,72.5596,0.0000,94.8451,24.5614,0.9572,0.8500,0.7140,lazy
1775985827.559,10.1590,82.7186,10.1590,96.7165,29.0370,0.9379,0.1036,0.6320,lazy
1775985827.611,42.7354,125.4540,32.5764,97.1559,25.6665,0.9175,0.0000,0.6440,lazy
1775985827.664,0.0000,125.4540,-42.7354,98.2027,28.2759,0.9175,0.0000,0.6440,lazy
1775985827.718,0.0000,125.4540,0.0000,97.0506,24.1213,0.9175,0.0000,0.6440,lazy
1775985827.770,0.0000,125.4540,0.0000,98.2034,24.6856,0.9175,0.0000,0.6440,lazy
1775985827.822,0.0000,125.4540,0.0000,92.2303,26.8031,0.9175,0.0000,0.6440,lazy
1775985827.874,0.0000,125.4540,0.0000,81.3237,21.9198,0.9175,0.0000,0.6440,lazy
1775985827.926,0.0000,125.4540,0.0000,80.3443,22.3507,0.9175,0.0000,0.6440,lazy
1775985827.978,0.5045,125.9586,0.5045,72.4627,24.1422,0.9400,0.0000,0.6660,lazy
1775985828.031,0.0000,125.9586,-0.5045,35.6192,21.8715,0.9400,0.0000,0.6660,lazy
1775985828.085,0.0000,125.9586,0.0000,36.8255,23.8011,0.9400,0.0000,0.6660,lazy
1775985828.138,0.0000,125.9586,0.0000,33.5777,20.7303,0.9400,0.0000,0.6660,lazy
1775985828.191,41.1512,167.1098,41.1512,34.3608,18.2042,0.9592,0.0000,0.6320,lazy
1775985828.244,0.0000,167.1098,-41.1512,32.8667,21.9263,0.9592,0.0000,0.6320,lazy
1775985828.298,0.0000,167.1098,0.0000,32.6275,18.5810,0.9592,0.0000,0.6320,lazy
1775985828.352,0.0000,167.1098,0.0000,22.8089,12.0995,0.9592,0.0000,0.6320,lazy
1775985828.456,0.0000,167.1098,0.0000,20.4715,9.1231,0.9592,0.0000,0.6320,lazy
1775985828.508,9.0960,176.2058,9.0960,21.3853,8.0923,0.9548,0.0000,0.7000,lazy
1775985828.560,0.0000,176.2058,-9.0960,21.1443,6.3915,0.9548,0.0000,0.7000,lazy
1775985828.613,0.0000,176.2058,0.0000,22.2035,8.2938,0.9548,0.0000,0.7000,lazy
1775985828.665,0.0000,176.2058,0.0000,20.6577,6.4911,0.9548,0.0000,0.7000,lazy
1775985828.716,0.0000,176.2058,0.0000,24.3049,10.7797,0.9548,0.0000,0.7000,lazy
1775985828.768,0.0000,176.2058,0.0000,22.9360,11.6165,0.9548,0.0000,0.7000,lazy
1775985828.821,0.0000,176.2058,0.0000,24.4252,12.2129,0.9548,0.0000,0.7000,lazy
1775985828.873,1.5560,177.7617,1.5560,28.6662,12.3842,0.9729,0.0000,0.7000,lazy
1775985828.927,0.0000,177.7617,-1.5560,33.0533,14.0183,0.9729,0.0000,0.7000,lazy
1775985828.983,0.0000,177.7617,0.0000,33.3318,14.1794,0.9729,0.0000,0.7000,lazy
1775985829.037,0.0000,177.7617,0.0000,33.3610,14.3709,0.9729,0.0000,0.7000,lazy
1775985829.090,0.0000,177.7617,0.0000,37.7785,15.9718,0.9729,0.0000,0.7000,lazy
1775985829.142,-5.4031,172.3586,-5.4031,36.3195,16.2547,0.9638,0.0504,0.6800,lazy
1775985829.194,0.0000,172.3586,5.4031,35.5329,17.7671,0.9638,0.0504,0.6800,lazy
1775985829.248,0.0000,172.3586,0.0000,46.8455,17.9185,0.9638,0.0504,0.6800,lazy
