Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS,Comp_RMS,Symmetry_Score,Phase_Progress,pose_score,label
1775985827.145,-95.8708,84.1292,-95.8708,96.1407,30.0884,0.9575,0.0000,0.6390,lazy
1775985827.195,-9.9240,74.2052,85.9467,97.7694,27.2404,0.9504,0.0000,0.6940,lazy
1775985827.246,0.0000,74.2052,9.9240,96.9246,28.9459,0.9504,0.0000,0.6940,lazy
1775985827.298,-3.6878,70.5174,-3.6878,95.9890,27.7834,0.9602,0.0000,0.7070,lazy
1775985827.350,0.0000,70.5174,3.6878,98.2053,26.8857,0.9602,1.0000,0.7070,lazy
1775985827.402,2.0422,72.5596,2.0422,96.9311,26.2803,0.9572,0.8500,0.7140,lazy
1775985827.455,0.0000,72.5596,-2.0422,97.0595,26.3708,0.9572,0.8500,0.7140,lazy
1775985827.507,0.0000,72.5596,0.0000,98.2267,26.8787,0.9572,0.8500,0.7140,lazy
1775985827.559,10.1590,82.7186,10.1590,95.6968,24.6282,0.9379,0.1036,0.6320,lazy
1775985827.611,42.7354,125.4540,32.5764,95.3842,23.2811,0.9175,0.0000,0.6440,lazy
1775985827.664,0.0000,125.4540,-42.7354,99.0029,26.4606,0.9175,0.0000,0.6440,lazy
1775985827.718,0.0000,125.4540,0.0000,95.1003,26.8263,0.9175,0.0000,0.6440,lazy
1775985827.770,0.0000,125.4540,0.0000,87.7148,26.0098,0.9175,0.0000,0.6440,lazy
1775985827.822,0.0000,125.4540,0.0000,80.5973,24.0948,0.9175,0.0000,0.6440,lazy
1775985827.874,0.0000,125.4540,0.0000,82.5679,24.6700,0.9175,0.0000,0.6440,lazy
1775985827.926,0.0000,125.4540,0.0000,46.4679,24.5893,0.9175,0.0000,0.6440,lazy
1775985827.978,0.5045,125.9586,0.5045,33.4873,24.7006,0.9400,0.0000,0.6660,lazy
1775985828.031,0.0000,125.9586,-0.5045,36.0739,19.7318,0.9400,0.0000,0.6660,lazy
1775985828.085,0.0000,125.9586,0.0000,33.9692,18.9338,0.9400,0.0000,0.6660,lazy
1775985828.138,0.0000,125.9586,0.0000,30.9421,19.9964,0.9400,0.0000,0.6660,lazy
1775985828.191,41.1512,167.1098,41.1512,30.5433,20.5532,0.9592,0.0000,0.6320,lazy
1775985828.244,0.0000,167.1098,-41.1512,25.5706,9.3881,0.9592,0.0000,0.6320,lazy
1775985828.298,0.0000,167.1098,0.0000,22.1731,6.0047,0.9592,0.0000,0.6320,lazy
1775985828.352,0.0000,167.1098,0.0000,21.7566,11.2556,0.9592,0.0000,0.6320,lazy
1775985828.456,0.0000,167.1098,0.0000,22.6515,7.4287,0.9592,0.0000,0.6320,lazy
1775985828.508,9.0960,176.2058,9.0960,22.9495,8.0988,0.9548,0.0000,0.7000,lazy
1775985828.560,0.0000,176.2058,-9.0960,20.9032,10.2937,0.9548,0.0000,0.7000,lazy
1775985828.613,0.0000,176.2058,0.0000,24.7347,6.2822,0.9548,0.0000,0.7000,lazy
1775985828.665,0.0000,176.2058,0.0000,24.6060,9.0321,0.9548,0.0000,0.7000,lazy
1775985828.716,0.0000,176.2058,0.0000,26.6671,11.4216,0.9548,0.0000,0.7000,lazy
1775985828.768,0.0000,176.2058,0.0000,31.5311,14.1950,0.9548,0.0000,0.7000,lazy
1775985828.821,0.0000,176.2058,0.0000,34.6116,14.4393,0.9548,0.0000,0.7000,lazy
1775985828.873,1.5560,177.7617,1.5560,35.0884,17.4576,0.9729,0.0000,0.7000,lazy
1775985828.927,0.0000,177.7617,-1.5560,40.3454,16.6896,0.9729,0.0000,0.7000,lazy
1775985828.983,0.0000,177.7617,0.0000,34.6277,17.1165,0.9729,0.0000,0.7000,lazy
1775985829.037,0.0000,177.7617,0.0000,43.0652,17.2189,0.9729,0.0000,0.7000,lazy
1775985829.090,0.0000,177.7617,0.0000,45.3042,17.8905,0.9729,0.0000,0.7000,lazy
1775985829.142,-5.4031,172.3586,-5.4031,46.2042,17.4597,0.9638,0.0504,0.6800,lazy
1775985829.194,0.0000,172.3586,5.4031,46.7760,18.2852,0.9638,0.0504,0.6800,lazy
1775985829.248,0.0000,172.3586,0.0000,51.2823,22.0493,0.9638,0.0504,0.6800,lazy
1775985829.301,0.0000,172.3586,0.0000,51.3584,21.6069,0.9638,0.0504,0.6800,lazy
1775985829.353,-25.1636,147.1949,-25.1636,49.8909,21.3890,0.9665,0.2850,0.6960,lazy
1775985829.405,0.0000,147.1949,25.1636,46.7339,24.4329,0.9665,0.2850,0.6960,lazy
1775985829.459,0.0000,147.1949,0.0000,53.1748,32.4166,0.9665,0.2850,0.6960,lazy
1775985829.512,0.0000,147.1949,0.0000,50.5296,28.1646,0.9665,0.2850,0.6960,lazy
