Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS,Comp_RMS,Symmetry_Score,Phase_Progress,pose_score,label
1775985487.454,-9.6653,170.3347,-9.6653,12.8835,43.8113,0.9669,0.0000,0.5860,golden
1775985487.505,0.0000,170.3347,9.6653,10.6512,39.9726,0.9669,0.0000,0.5860,golden
1775985487.557,0.0000,170.3347,0.0000,12.8530,49.8935,0.9669,0.0000,0.5860,golden
1775985487.608,-10.7561,159.5786,-10.7561,13.8234,43.9551,0.9605,0.0000,0.7580,golden
1775985487.660,0.0000,159.5786,10.7561,14.7246,46.5654,0.9605,1.0000,0.7580,golden
1775985487.711,0.0000,159.5786,0.0000,14.0924,55.2436,0.9605,1.0000,0.7580,golden
1775985487.814,-31.1246,128.4540,-31.1246,17.2504,58.8834,0.9766,1.0000,0.8170,golden
1775985487.866,0.0000,128.4540,31.1246,13.1090,59.0100,0.9766,1.0000,0.8170,golden
1775985487.969,-12.9312,115.5228,-12.9312,17.9815,58.6962,0.9632,1.0000,0.7840,golden
1775985488.021,0.0000,115.5228,12.9312,15.5825,59.5240,0.9632,1.0000,0.7840,golden
1775985488.126,-28.3238,87.1989,-28.3238,20.0157,61.2037,0.9596,1.0000,0.7540,golden
1775985488.181,0.0000,87.1989,28.3238,18.9262,62.3145,0.9596,1.0000,0.7540,golden
1775985488.235,0.0000,87.1989,0.0000,17.7038,65.6501,0.9596,1.0000,0.7540,golden
1775985488.288,-20.5139,66.6850,-20.5139,20.1518,66.0453,0.9452,1.0000,0.7970,golden
1775985488.340,0.0000,66.6850,20.5139,20.9886,67.8728,0.9452,1.0000,0.7970,golden
1775985488.393,0.0000,66.6850,0.0000,20.6116,64.6798,0.9452,1.0000,0.7970,golden
1775985488.446,-6.7319,59.9531,-6.7319,18.1043,67.4709,0.9449,1.0000,0.7210,golden
1775985488.498,0.0000,59.9531,6.7319,18.9228,66.0061,0.9449,1.0000,0.7210,golden
1775985488.551,0.0000,59.9531,0.0000,19.6427,65.9189,0.9449,1.0000,0.7210,golden
1775985488.603,-5.0322,54.9210,-5.0322,19.5869,59.5437,0.9519,1.0000,0.6920,golden
