Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS,Comp_RMS,Symmetry_Score,Phase_Progress,pose_score,label
1775985487.454,-9.6653,170.3347,-9.6653,12.5199,43.9914,0.9669,0.0000,0.5860,golden
1775985487.505,0.0000,170.3347,9.6653,14.0064,44.6814,0.9669,0.0000,0.5860,golden
1775985487.557,0.0000,170.3347,0.0000,13.1218,49.7520,0.9669,0.0000,0.5860,golden
1775985487.608,-10.7561,159.5786,-10.7561,13.1219,50.0445,0.9605,0.0000,0.7580,golden
1775985487.660,0.0000,159.5786,10.7561,16.5359,54.8912,0.9605,1.0000,0.7580,golden
1775985487.711,0.0000,159.5786,0.0000,16.5489,59.9612,0.9605,1.0000,0.7580,golden
1775985487.814,-31.1246,128.4540,-31.1246,15.7346,61.2505,0.9766,1.0000,0.8170,golden
1775985487.866,0.0000,128.4540,31.1246,18.1364,60.4942,0.9766,1.0000,0.8170,golden
1775985487.969,-12.9312,115.5228,-12.9312,16.6274,63.4830,0.9632,1.0000,0.7840,golden
1775985488.021,0.0000,115.5228,12.9312,18.1854,64.4803,0.9632,1.0000,0.7840,golden
1775985488.126,-28.3238,87.1989,-28.3238,19.6102,69.1044,0.9596,1.0000,0.7540,golden
1775985488.181,0.0000,87.1989,28.3238,16.3773,66.3427,0.9596,1.0000,0.7540,golden
1775985488.235,0.0000,87.1989,0.0000,17.6222,65.2192,0.9596,1.0000,0.7540,golden
1775985488.288,-20.5139,66.6850,-20.5139,19.3662,67.7229,0.9452,1.0000,0.7970,golden
1775985488.340,0.0000,66.6850,20.5139,18.6904,67.3061,0.9452,1.0000,0.7970,golden
1775985488.393,0.0000,66.6850,0.0000,20.6810,69.5887,0.9452,1.0000,0.7970,golden
1775985488.446,-6.7319,59.9531,-6.7319,18.8476,63.5180,0.9449,1.0000,0.7210,golden
1775985488.498,0.0000,59.9531,6.7319,18.0911,58.9972,0.9449,1.0000,0.7210,golden
1775985488.551,0.0000,59.9531,0.0000,22.4081,56.8321,0.9449,1.0000,0.7210,golden
1775985488.603,-5.0322,54.9210,-5.0322,19.1850,54.8727,0.9519,1.0000,0.6920,golden
1775985488.654,0.0000,54.9210,5.0322,19.3485,50.2565,0.9519,1.0000,0.6920,golden
1775985488.759,-1.5994,53.3215,-1.5994,15.3913,42.9225,0.9616,1.0000,0.7390,golden
