Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS,Comp_RMS,Symmetry_Score,Phase_Progress,pose_score,label
1775985487.454,-9.6653,170.3347,-9.6653,11.9880,49.1878,0.9669,0.0000,0.5860,golden
1775985487.505,0.0000,170.3347,9.6653,13.1243,49.4063,0.9669,0.0000,0.5860,golden
1775985487.557,0.0000,170.3347,0.0000,15.5928,53.3340,0.9669,0.0000,0.5860,golden
1775985487.608,-10.7561,159.5786,-10.7561,13.5963,56.4489,0.9605,0.0000,0.7580,golden
1775985487.660,0.0000,159.5786,10.7561,15.2986,57.6495,0.9605,1.0000,0.7580,golden
1775985487.711,0.0000,159.5786,0.0000,15.0417,65.1112,0.9605,1.0000,0.7580,golden
1775985487.814,-31.1246,128.4540,-31.1246,14.8608,65.7073,0.9766,1.0000,0.8170,golden
1775985487.866,0.0000,128.4540,31.1246,19.9454,69.6701,0.9766,1.0000,0.8170,golden
1775985487.969,-12.9312,115.5228,-12.9312,18.8195,67.8460,0.9632,1.0000,0.7840,golden
1775985488.021,0.0000,115.5228,12.9312,20.1099,66.6594,0.9632,1.0000,0.7840,golden
1775985488.126,-28.3238,87.1989,-28.3238,21.5235,72.2490,0.9596,1.0000,0.7540,golden
1775985488.181,0.0000,87.1989,28.3238,20.0857,73.9745,0.9596,1.0000,0.7540,golden
1775985488.235,0.0000,87.1989,0.0000,21.7566,72.8782,0.9596,1.0000,0.7540,golden
1775985488.288,-20.5139,66.6850,-20.5139,20.7782,74.8059,0.9452,1.0000,0.7970,golden
1775985488.340,0.0000,66.6850,20.5139,24.7143,75.7945,0.9452,1.0000,0.7970,golden
1775985488.393,0.0000,66.6850,0.0000,20.5939,78.6970,0.9452,1.0000,0.7970,golden
1775985488.446,-6.7319,59.9531,-6.7319,22.3341,76.0679,0.9449,1.0000,0.7210,golden
1775985488.498,0.0000,59.9531,6.7319,21.0644,74.6169,0.9449,1.0000,0.7210,golden
1775985488.551,0.0000,59.9531,0.0000,23.4835,68.9491,0.9449,1.0000,0.7210,golden
1775985488.603,-5.0322,54.9210,-5.0322,22.1307,68.9574,0.9519,1.0000,0.6920,golden
1775985488.654,0.0000,54.9210,5.0322,21.3929,64.4915,0.9519,1.0000,0.6920,golden
1775985488.759,-1.5994,53.3215,-1.5994,22.8301,57.3959,0.9616,1.0000,0.7390,golden
1775985488.813,0.0000,53.3215,1.5994,20.5892,56.0059,0.9616,1.0000,0.7390,golden
1775985488.918,3.1871,56.5086,3.1871,20.1702,51.1383,0.9411,0.9728,0.6980,golden
1775985488.972,0.0000,56.5086,-3.1871,17.3750,49.4441,0.9411,0.9728,0.6980,golden
1775985489.078,17.3841,73.8927,17.3841,16.2105,51.6114,0.9397,0.8242,0.6830,golden
1775985489.130,0.0000,73.8927,-17.3841,18.4786,49.7779,0.9397,0.8242,0.6830,golden
1775985489.233,59.5837,133.4763,59.5837,17.2226,46.8732,0.9653,0.3150,0.5560,golden
1775985489.289,0.0000,133.4763,-59.5837,18.1799,45.8077,0.9653,0.3150,0.5560,golden
1775985489.393,3.6723,137.1486,3.6723,16.4578,44.0156,0.9327,0.2836,0.5990,golden
1775985489.445,0.0000,137.1486,-3.6723,15.7850,38.6760,0.9327,0.2836,0.5990,golden
1775985489.552,27.2655,164.4141,27.2655,12.6501,41.2744,0.9402,0.0506,0.6920,golden
1775985489.604,0.0000,164.4141,-27.2655,15.7246,40.8945,0.9402,0.0506,0.6920,golden
1775985489.708,7.2875,171.7017,7.2875,11.6063,36.5017,0.9507,0.0000,0.7010,golden
1775985489.760,0.0000,171.7017,-7.2875,12.8991,37.3778,0.9507,0.0000,0.7010,golden
1775985489.867,4.9765,176.6781,4.9765,10.5985,36.1458,0.9776,0.0000,0.7030,golden
1775985489.921,0.0000,176.6781,-4.9765,12.3147,40.3889,0.9776,0.0000,0.7030,golden
1775985489.975,0.0000,176.6781,0.0000,9.0531,41.9259,0.9776,0.0000,0.7030,golden
1775985490.029,-4.4023,172.2758,-4.4023,11.4533,38.5423,0.9462,0.0357,0.7240,golden
1775985490.083,0.0000,172.2758,4.4023,10.2412,39.1980,0.9462,0.0357,0.7240,golden
1775985490.186,7.5723,179.8482,7.5723,10.8189,37.7698,0.9403,0.0000,0.7770,golden
1775985490.238,0.0000,179.8482,-7.5723,11.8221,44.3965,0.9403,0.0000,0.7770,golden
1775985490.290,0.0000,179.8482,0.0000,8.9263,44.9427,0.9403,0.0000,0.7770,golden
1775985490.342,-8.0878,171.7604,-8.0878,9.7484,45.3957,0.9620,0.0639,0.7470,golden
1775985490.395,0.0000,171.7604,8.0878,14.4769,48.6970,0.9620,0.0639,0.7470,golden
1775985490.550,-7.2601,164.5003,-7.2601,17.1550,52.8913,0.9599,0.1213,0.7710,golden
1775985490.603,0.0000,164.5003,7.2601,19.0552,51.1500,0.9599,0.1213,0.7710,golden
1775985490.655,0.0000,164.5003,0.0000,20.2820,50.2324,0.9599,0.1213,0.7710,golden
1775985490.707,0.0000,164.5003,0.0000,20.3123,58.6737,0.9599,0.1213,0.7710,golden
1775985490.810,-8.1423,156.3580,-8.1423,23.4281,56.9533,0.9435,0.1857,0.5760,golden
1775985490.862,0.0000,156.3580,8.1423,18.9295,58.1022,0.9435,0.1857,0.5760,golden
1775985491.020,-23.6508,132.7073,-23.6508,21.7799,58.6636,0.9419,0.3726,0.6920,golden
1775985491.075,0.0000,132.7073,23.6508,20.3000,56.8025,0.9419,0.3726,0.6920,golden
1775985491.178,-51.2481,81.4591,-51.2481,19.9455,56.7539,0.9372,0.7776,0.6700,golden
1775985491.234,0.0000,81.4591,51.2481,24.1515,58.9632,0.9372,0.7776,0.6700,golden
1775985491.286,-23.7225,57.7367,-23.7225,23.9146,57.4265,0.9357,0.9651,0.7270,golden
1775985491.339,0.0000,57.7367,23.7225,23.4800,57.7147,0.9357,0.9651,0.7270,golden
1775985491.446,0.0000,57.7367,0.0000,24.3988,57.3260,0.9357,0.9651,0.7270,golden
1775985491.498,0.0000,57.7367,0.0000,28.3528,50.5713,0.9357,0.9651,0.7270,golden
1775985491.551,0.0000,57.7367,0.0000,23.3181,51.3239,0.9357,0.9651,0.7270,golden
1775985491.603,-9.5139,48.2228,-9.5139,24.4705,51.3896,0.9415,1.0000,0.7250,golden
1775985491.655,0.0000,48.2228,9.5139,22.7313,45.5758,0.9415,1.0000,0.7250,golden
1775985491.766,2.7565,50.9793,2.7565,24.1482,44.9108,0.9566,0.9791,0.7410,golden
1775985491.818,0.0000,50.9793,-2.7565,21.9008,45.0275,0.9566,0.9791,0.7410,golden
1775985491.872,0.0000,50.9793,0.0000,18.7795,37.3735,0.9566,0.9791,0.7410,golden
1775985491.975,0.3396,51.3188,0.3396,22.1236,40.5468,0.9633,0.9765,0.7380,golden
1775985492.027,0.0000,51.3188,-0.3396,21.1611,39.0277,0.9633,0.9765,0.7380,golden
1775985492.131,38.4629,89.7817,38.4629,19.1472,40.0202,0.9358,0.6843,0.6130,golden
1775985492.187,0.0000,89.7817,-38.4629,14.8614,38.4973,0.9358,0.6843,0.6130,golden
1775985492.291,70.1252,159.9069,70.1252,17.7762,39.7353,0.9699,0.1515,0.5080,golden
1775985492.345,0.0000,159.9069,-70.1252,21.3289,41.8472,0.9699,0.1515,0.5080,golden
1775985492.449,4.2331,164.1400,4.2331,15.8167,35.6046,0.9109,0.1193,0.6360,golden
1775985492.502,0.0000,164.1400,-4.2331,17.8176,39.4110,0.9109,0.1193,0.6360,golden
1775985492.554,9.6296,173.7696,9.6296,17.7354,41.9939,0.9463,0.0462,0.5820,golden
1775985492.606,0.0000,173.7696,-9.6296,15.4137,39.2136,0.9463,0.0462,0.5820,golden
1775985492.762,-53.2837,120.4859,-53.2837,13.8225,41.2664,0.9598,0.4510,0.7370,golden
1775985492.815,0.0000,120.4859,53.2837,9.4558,37.1879,0.9598,0.4510,0.7370,golden
1775985492.920,0.0000,120.4859,0.0000,12.8789,37.6650,0.9598,0.4510,0.7370,golden
1775985492.974,0.0000,120.4859,0.0000,10.6305,37.0588,0.9598,0.4510,0.7370,golden
1775985493.027,59.1736,179.6595,59.1736,12.1169,33.3091,0.9839,0.0014,0.7360,golden
1775985493.079,0.0000,179.6595,-59.1736,9.9779,34.8833,0.9839,0.0014,0.7360,golden
1775985493.236,-1.8670,177.7924,-1.8670,24.5964,34.9902,0.9497,0.0156,0.7440,golden
1775985493.290,0.0000,177.7924,1.8670,30.2210,37.8686,0.9497,0.0156,0.7440,golden
1775985493.394,-2.4609,175.3315,-2.4609,32.2108,42.0374,0.9565,0.0343,0.7760,golden
1775985493.447,0.0000,175.3315,2.4609,30.6532,42.5092,0.9565,0.0343,0.7760,golden
1775985493.550,0.0000,175.3315,0.0000,36.7141,48.4458,0.9565,0.0343,0.7760,golden
1775985493.605,0.0000,175.3315,0.0000,34.6627,48.2420,0.9565,0.0343,0.7760,golden
1775985493.708,-5.5606,169.7709,-5.5606,33.0463,50.2911,0.9684,0.0766,0.7410,golden
1775985493.761,0.0000,169.7709,5.5606,35.3945,52.2332,0.9684,0.0766,0.7410,golden
1775985493.813,-23.4380,146.3329,-23.4380,35.6096,52.8851,0.9585,0.2546,0.7770,golden
1775985493.865,0.0000,146.3329,23.4380,35.7989,54.3572,0.9585,0.2546,0.7770,golden
1775985493.918,0.0000,146.3329,0.0000,37.6012,55.9800,0.9585,0.2546,0.7770,golden
1775985494.022,-4.0825,142.2504,-4.0825,35.2033,54.3215,0.9549,0.2856,0.7980,golden
1775985494.074,0.0000,142.2504,4.0825,38.5202,59.5595,0.9549,0.2856,0.7980,golden
1775985494.126,17.6044,159.8548,17.6044,37.1358,57.5576,0.9479,0.1519,0.7490,golden
1775985494.178,0.0000,159.8548,-17.6044,40.0214,57.6150,0.9479,0.1519,0.7490,golden
1775985494.232,0.0000,159.8548,0.0000,38.7613,60.2563,0.9479,0.1519,0.7490,golden
1775985494.338,-84.6848,75.1701,-84.6848,29.5404,58.0530,0.9362,0.7953,0.7770,golden
1775985494.392,0.0000,75.1701,84.6848,26.9778,57.4211,0.9362,0.7953,0.7770,golden
1775985494.497,-17.9575,57.2125,-17.9575,28.1337,58.3367,0.9501,0.9317,0.7700,golden
1775985494.548,0.0000,57.2125,17.9575,24.5780,54.6015,0.9501,0.9317,0.7700,golden
1775985494.651,0.0000,57.2125,0.0000,21.7409,51.4204,0.9501,0.9317,0.7700,golden
1775985494.704,0.0000,57.2125,0.0000,23.1653,53.9949,0.9501,0.9317,0.7700,golden
1775985494.808,-3.5877,53.6249,-3.5877,21.4274,54.7107,0.9434,0.9590,0.6820,golden
1775985494.860,0.0000,53.6249,3.5877,23.6201,53.0018,0.9434,0.9590,0.6820,golden
1775985494.911,0.0000,53.6249,0.0000,22.9183,49.4885,0.9434,0.9590,0.6820,golden
1775985494.963,0.0000,53.6249,0.0000,28.0194,49.2567,0.9434,0.9590,0.6820,golden
1775985495.017,0.0000,53.6249,0.0000,25.5411,45.6977,0.9434,0.9590,0.6820,golden
1775985495.122,9.8534,63.4782,9.8534,29.1738,44.9728,0.9317,0.8841,0.7430,golden
1775985495.174,0.0000,63.4782,-9.8534,22.9561,41.1314,0.9317,0.8841,0.7430,golden
1775985495.277,0.0000,63.4782,0.0000,22.3232,43.4549,0.9317,0.8841,0.7430,golden
1775985495.330,0.0000,63.4782,0.0000,22.4763,40.0305,0.9317,0.8841,0.7430,golden
1775985495.435,3.7590,67.2373,3.7590,22.9925,41.8333,0.9669,0.8555,0.5460,golden
1775985495.491,0.0000,67.2373,-3.7590,21.9225,38.5246,0.9669,0.8555,0.5460,golden
1775985495.596,103.7706,171.0079,103.7706,23.5463,37.6783,0.9475,0.0672,0.7650,golden
1775985495.648,0.0000,171.0079,-103.7706,20.6876,36.0721,0.9475,0.0672,0.7650,golden
1775985495.752,0.0000,171.0079,0.0000,17.9925,31.7075,0.9475,0.0672,0.7650,golden
1775985495.805,0.0000,171.0079,0.0000,15.6204,30.8329,0.9475,0.0672,0.7650,golden
1775985495.909,7.5668,178.5747,7.5668,10.1149,28.5607,0.9437,0.0097,0.7120,golden
1775985495.961,0.0000,178.5747,-7.5668,7.8430,29.9918,0.9437,0.0097,0.7120,golden
1775985496.064,0.0000,178.5747,0.0000,6.9956,27.5011,0.9437,0.0097,0.7120,golden
1775985496.116,0.0000,178.5747,0.0000,4.9086,28.6439,0.9437,0.0097,0.7120,golden
1775985496.219,0.2400,178.8148,0.2400,7.2527,31.5157,0.9567,0.0079,0.7130,golden
1775985496.271,0.0000,178.8148,-0.2400,7.2296,26.9910,0.9567,0.0079,0.7130,golden
1775985496.383,-0.7113,178.1034,-0.7113,4.8854,26.8712,0.9252,0.0133,0.7260,golden
1775985496.438,0.0000,178.1034,0.7113,16.7118,31.1916,0.9252,0.0133,0.7260,golden
1775985496.541,0.0000,178.1034,0.0000,26.0878,31.5101,0.9252,0.0133,0.7260,golden
1775985496.593,0.0000,178.1034,0.0000,32.0098,38.2993,0.9252,0.0133,0.7260,golden
1775985496.696,0.0000,178.1034,0.0000,34.5723,39.3864,0.9252,0.0133,0.7260,golden
1775985496.748,0.0000,178.1034,0.0000,39.2643,36.9179,0.9252,0.0133,0.7260,golden
1775985496.854,-2.0702,176.0333,-2.0702,41.0429,39.6263,0.9373,0.0290,0.7220,golden
1775985496.906,0.0000,176.0333,2.0702,42.2811,49.1307,0.9373,0.0290,0.7220,golden
1775985497.011,0.7743,176.8075,0.7743,45.5900,57.4931,0.9514,0.0231,0.7280,golden
1775985497.070,0.0000,176.8075,-0.7743,49.4902,60.7481,0.9514,0.0231,0.7280,golden
1775985497.181,0.1550,176.9625,0.1550,50.1063,63.5550,0.9489,0.0219,0.6740,golden
1775985497.234,0.0000,176.9625,-0.1550,48.1997,63.3141,0.9489,0.0219,0.6740,golden
1775985497.338,-5.9309,171.0317,-5.9309,51.4723,62.9198,0.9567,0.0670,0.7710,golden
1775985497.392,0.0000,171.0317,5.9309,48.0956,65.2118,0.9567,0.0670,0.7710,golden
1775985497.495,-72.9061,98.1256,-72.9061,47.1390,63.5248,0.9568,0.6209,0.5870,golden
1775985497.548,0.0000,98.1256,72.9061,50.1369,62.9229,0.9568,0.6209,0.5870,golden
1775985497.652,-28.0503,70.0752,-28.0503,48.3396,64.8146,0.9234,0.8340,0.7900,golden
1775985497.704,0.0000,70.0752,28.0503,39.3847,62.0310,0.9234,0.8340,0.7900,golden
1775985497.807,-13.8882,56.1871,-13.8882,35.0920,59.6650,0.9366,0.9395,0.7270,golden
1775985497.859,0.0000,56.1871,13.8882,32.2246,63.8880,0.9366,0.9395,0.7270,golden
1775985497.962,-6.7147,49.4723,-6.7147,29.9867,59.3816,0.9336,0.9905,0.7440,golden
1775985498.015,0.0000,49.4723,6.7147,24.2062,52.2871,0.9336,0.9905,0.7440,golden
